
25,2003,9,2003-11-09,24-080,STL,,BAL,W 33-22,,,,
26,2003,10,2003-11-16,24-087,STL,@,CHI,W 23-21,,,,
27,2003,11,2003-11-23,24-094,STL,@,ARI,W 30-27,,,,
28,2003,12,2003-11-30,24-101,STL,,MIN,W 48-17,,,,
29,2003,13,2003-12-08,24-109,STL,@,CLE,W 26-20,,,,
30,2003,14,2003-12-14,24-115,STL,,SEA,W 27-22,,,,
31,2003,15,2003-12-21,24-122,STL,,CIN,W 27-10,,,,
32,2003,16,2003-12-28,24-129,STL,@,DET,L 20-30,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
33,2004,1,2004-09-12,25-022,STL,,ARI,W 17-10,,,,
34,2004,2,2004-09-19,25-029,STL,@,ATL,L 17-34,,,,
35,2004,3,2004-09-26,25-036,STL,,NOR,L 25-28,,,,
36,2004,4,2004-10-03,25-043,STL,@,SFO,W 24-14,,,,
37,2004,5,2004-10-10,25-050,STL,@,SEA,W 33-27,,,,
38,2004,6,2004-10-18,25-058,STL,,TAM,W 28-21,,,,
39,2004,7,2004-10-24,25-064,STL,@,MIA,L 14-31,,,,
40,2004,8,2004-11-07,25-078,STL,,NWE,L 22-40,,,,
41,2004,9,2004-11-14,25-085,STL,,SEA,W 23-12,,,,
42,2004,10,2004-11-21,25-092,STL,@,BUF,L 17-37,,,,
43,2004,11,2004-11-29,25-100,STL,@,GNB,L 17-45,,,,
44,2004,12,2004-12-05,25-106,STL,,SFO,W 16-6,,,,
45,2004,13,2004-12-12,25-113,STL,@,CAR,L 7-20,,,,
46,2004,14,2004-12-19,25-120,STL,@,ARI,L 7-31,,,,
47,2004,15,2004-12-27,25-128,STL,,PHI,W 20-7,,,,
48,2004,16,2005-01-02,25-134,STL,,NYJ,W 32-29,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
49,2005,1,2005-09-11,26-021,STL,@,SFO,L 25-28,0,0,,0
50,2005,2,2005-09-18,26-028,STL,@,ARI,W 17-12,0,0,,0
51,2005,3,2005-09-25,26-035,STL,,TEN,W 31-27,0,0,,0
52,2005,4,2005-10-02,26-042,STL,@,NYG,L 24-44,0,0,,0
53,2005,5,2005-10-09,26-049,STL,,SEA,L 31-37,0,0,,0
54,2005,6,2005-10-17,26-057,STL,@,IND,L 28-45,0,0,,0
55,2005,7,2005-10-23,26-063,STL,,NOR,W 28-17,0,0,,0
56,2005,8,2005-10-30,26-070,STL,,JAX,W 24-21,0,0,,0
57,2005,9,2005-11-13,26-084,STL,@,SEA,L 16-31,0,0,,0
58,2005,10,2005-11-20,26-091,STL,,ARI,L 28-38,0,0,,0
59,2005,11,2005-11-27,26-098,STL,@,HOU,W 33-27,0,0,,0
60,2005,12,2005-12-04,26-105,STL,,WAS,L 9-24,0,0,,0
61,2005,13,2005-12-11,26-112,STL,@,MIN,L 13-27,0,0,,0
62,2005,14,2005-12-18,26-119,STL,,PHI,L 16-17,0,0,,0
63,2005,15,2005-12-24,26-125,STL,,SFO,L 20-24,0,0,,0
64,2005,16,2006-01-01,26-133,STL,@,DAL,W 20-10,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
65,2006,1,2006-09-10,27-020,STL,,DEN,W 18-10,0,0,,0
66,2006,2,2006-09-17,27-027,STL,@,SFO,L 13-20,0,0,,0
67,2006,3,2006-09-24,27-034,STL,@,ARI,W 16-14,0,0,,0
68,2006,4,2006-10-01,27-041,STL,,DET,W 41-34,0,0,,0
69,2006,5,2006-10-08,27-048,STL,@,GNB,W 23-20,0,0,,0
70,2006,6,2006-10-15,27-055,STL,,SEA,L 28-30,0,0,,0
71,2006,7,2006-10-29,27-069,STL,@,SDG,L 24-38,0,0,,0
72,2006,8,2006-11-05,27-076,STL,,KAN,L 17-31,0,0,,0
73,2006,9,2006-11-12,27-083,STL,@,SEA,L 22-24,0,0,,0
74,2006,10,2006-11-19,27-090,STL,@,CAR,L 0-15,0,0,,0
75,2006,11,2006-11-26,27-097,STL,,SFO,W 20-17,0,0,,0
76,2006,12,2006-12-03,27-104,STL,,ARI,L 20-34,0,0,,0
77,2006,13,2006-12-11,27-112,STL,,CHI,L 27-42,0,0,,0
78,2006,14,2006-12-17,27-118,STL,@,OAK,W 20-0,0,0,,0
79,2006,15,2006-12-24,27-125,STL,,WAS,W 37-31,0,0,,0
80,2006,16,2006-12-31,27-132,STL,@,MIN,W 41-21,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
81,2007,1,2007-09-09,28-019,STL,,CAR,L 13-27,0,0,,0
82,2007,2,2007-09-16,28-026,STL,,SFO,L 16-17,0,0,,0
83,2007,3,2007-09-23,28-033,STL,@,TAM,L 3-24,0,0,,0
84,2007,4,2007-09-30,28-040,STL,@,DAL,L 7-35,0,0,,0
85,2007,5,2007-10-07,28-047,STL,,ARI,L 31-34,0,0,,0
86,2007,6,2007-10-14,28-054,STL,@,BAL,L 3-22,0,0,,0
87,2007,7,2007-10-21,28-061,STL,@,SEA,L 6-33,0,0,,0
88,2007,8,2007-10-28,28-068,STL,,CLE,L 20-27,0,0,,0
89,2007,9,2007-11-11,28-082,STL,@,NOR,W 37-29,0,0,,0
90,2007,10,2007-11-18,28-089,STL,@,SFO,W 13-9,0,0,,0
91,2007,11,2007-11-25,28-096,STL,,SEA,L 19-24,0,0,,0
92,2007,12,2007-12-02,28-103,STL,,ATL,W 28-16,0,0,,0
93,2007,13,2007-12-09,28-110,STL,@,CIN,L 10-19,0,0,,0
94,2007,14,2007-12-16,28-117,STL,,GNB,L 14-33,0,0,,0
95,2007,15,2007-12-20,28-121,STL,,PIT,L 24-41,0,0,,0
96,2007,16,2007-12-30,28-131,STL,@,ARI,L 19-48,0,0,,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
97,2008,1,2008-09-07,29-017,STL,@,PHI,L 3-38,0,0,,0
98,2008,2,2008-09-14,29-024,STL,,NYG,L 13-41,0,0,,0
99,2008,3,2008-09-21,29-031,STL,@,SEA,L 13-37,,,,
100,2008,4,2008-09-28,29-038,STL,,BUF,L 14-31,,,,
101,2008,5,2008-10-12,29-052,STL,@,WAS,W 19-17,0,0,,0
102,2008,6,2008-10-19,29-059,STL,,DAL,W 34-14,,,,
103,2008,7,2008-10-26,29-066,STL,@,NWE,L 16-23,,,,
104,2008,8,2008-11-02,29-073,STL,,ARI,L 13-34,,,,
105,2008,9,2008-11-09,29-080,STL,@,NYJ,L 3-47,,,,
106,2008,10,2008-11-16,29-087,STL,@,SFO,L 16-35,,,,
107,2008,11,2008-11-23,29-094,STL,,CHI,L 3-27,,,,
108,2008,12,2008-11-30,29-101,STL,,MIA,L 12-16,,,,
109,2008,13,2008-12-07,29-108,STL,@,ARI,L 10-34,0,0,,0
110,2008,14,2008-12-14,29-115,STL,,SEA,L 20-23,,,,
111,2008,15,2008-12-21,29-122,STL,,SFO,L 16-17,,,,
112,2008,16,2008-12-28,29-129,STL,@,ATL,L 27-31,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
113,2009,1,2009-09-13,30-023,STL,@,SEA,L 0-28,,,,
114,2009,2,2009-09-20,30-030,STL,@,WAS,L 7-9,,,,
115,2009,3,2009-09-27,30-037,STL,,GNB,L 17-36,,,,
116,2009,4,2009-10-04,30-044,STL,@,SFO,L 0-35,,,,
117,2009,5,2009-10-11,30-051,STL,,MIN,L 10-38,,,,
118,2009,6,2009-10-18,30-058,STL,@,JAX,L 20-23,,,,
119,2009,7,2009-10-25,30-065,STL,,IND,L 6-42,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
120,2010,1,2010-09-12,31-022,STL,,ARI,L 13-17,,,,
121,2010,2,2010-09-19,31-029,STL,@,OAK,L 14-16,,,,
122,2010,3,2010-09-26,31-036,STL,,WAS,W 30-16,,,,
123,2010,4,2010-10-03,31-043,STL,,SEA,W 20-3,0,0,,0
124,2010,5,2010-10-10,31-050,STL,@,DET,L 6-44,,,,
125,2010,6,2010-10-17,31-057,STL,,SDG,W 20-17,,,,
126,2010,7,2010-10-24,31-064,STL,@,TAM,L 17-18,,,,
127,2010,8,2010-10-31,31-071,STL,,CAR,W 20-10,,,,
128,2010,9,2010-11-14,31-085,STL,@,SFO,L 20-23,,,,
129,2010,10,2010-11-21,31-092,STL,,ATL,L 17-34,,,,
130,2010,11,2010-11-28,31-099,STL,@,DEN,W 36-33,,,,
131,2010,12,2010-12-05,31-106,STL,@,ARI,W 19-6,,,,
132,2010,13,2010-12-12,31-113,STL,@,NOR,L 13-31,,,,
133,2010,14,2010-12-19,31-120,STL,,KAN,L 13-27,0,0,,0
134,2010,15,2010-12-26,31-127,STL,,SFO,W 25-17,,,,
135,2010,16,2011-01-02,31-134,STL,@,SEA,L 6-16,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD
136,2011,11,2011-11-27,32-098,CHI,@,OAK,L 20-25,,,,
137,2011,12,2011-12-04,32-105,CHI,,KAN,L 3-10,,,,
138,2011,13,2011-12-11,32-112,CHI,@,DEN,L 10-13,0,0,,0
139,2011,14,2011-12-18,32-119,CHI,,SEA,L 14-38,,,,
140,2011,15,2011-12-25,32-126,CHI,@,GNB,L 21-35,,,,
141,2011,16,2012-01-01,32-133,CHI,@,MIN,W 17-13,,,,
,,,141 Games,,,,,54-87-0,1,-1,-1.00,0
