
29,1965,1,1965-09-12,23-343,KAN,@,OAK,L 10-37,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,313,44.71,0
30,1965,2,1965-09-18,23-349,KAN,@,NYJ,W 14-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,10,399,39.90,0
31,1965,3,1965-09-26,23-357,KAN,@,SDG,T 10-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,8,391,48.88,0
32,1965,4,1965-10-03,23-364,KAN,,BOS,W 27-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,219,54.75,0
33,1965,5,1965-10-10,24-006,KAN,@,DEN,W 31-23,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,195,48.75,0
34,1965,6,1965-10-17,24-013,KAN,,BUF,L 7-23,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,262,43.67,0
35,1965,7,1965-10-24,24-020,KAN,@,HOU,L 36-38,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,112,37.33,0
36,1965,8,1965-10-31,24-027,KAN,,OAK,W 14-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,268,44.67,0
37,1965,9,1965-11-07,24-034,KAN,,NYJ,L 10-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,197,49.25,0
38,1965,10,1965-11-14,24-041,KAN,,SDG,W 31-7,1,1,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,223,44.60,0
39,1965,11,1965-11-21,24-048,KAN,@,BOS,T 10-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,124,41.33,0
40,1965,12,1965-11-28,24-055,KAN,,HOU,W 52-21,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,113,37.67,1
41,1965,13,1965-12-12,24-069,KAN,@,BUF,L 25-34,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,45,45.00,0
42,1965,14,1965-12-19,24-076,KAN,,DEN,W 45-35,1,3,3.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,271,54.20,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
43,1966,1,1966-09-11,24-342,KAN,@,BUF,W 42-20,1,5,5.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,199,39.80,0
44,1966,2,1966-09-18,24-349,KAN,@,OAK,W 32-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,8,315,39.38,0
45,1966,3,1966-09-25,24-356,KAN,@,BOS,W 43-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,245,40.83,0
46,1966,4,1966-10-02,24-363,KAN,,BUF,L 14-29,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,353,50.43,0
47,1966,5,1966-10-08,25-004,KAN,,DEN,W 37-10,2,2,1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,197,49.25,0
48,1966,6,1966-10-16,25-012,KAN,,OAK,L 13-34,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,291,41.57,0
49,1966,7,1966-10-23,25-019,KAN,@,DEN,W 56-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,152,50.67,0
50,1966,8,1966-10-30,25-026,KAN,,HOU,W 48-23,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,158,52.67,0
51,1966,9,1966-11-06,25-033,KAN,,SDG,W 24-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,156,52.00,0
52,1966,10,1966-11-13,25-040,KAN,,MIA,W 34-16,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,184,46.00,0
53,1966,11,1966-11-20,25-047,KAN,,BOS,T 27-27,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,63,31.50,1
54,1966,12,1966-11-27,25-054,KAN,@,NYJ,W 32-24,0,0,,0,,1,7,7.00,0,0,0,,0,0,0,,,,0,0,,0,2,32,16.00,0
55,1966,13,1966-12-11,25-068,KAN,@,MIA,W 19-18,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,289,48.17,0
56,1966,14,1966-12-18,25-075,KAN,@,SDG,W 27-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,82,41.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
57,1967,5,1967-10-15,26-011,KAN,@,SDG,L 31-45,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,188,47.00,0
58,1967,6,1967-10-22,26-018,KAN,,HOU,L 19-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,250,50.00,0
59,1967,7,1967-10-29,26-025,KAN,,DEN,W 52-9,1,10,10.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,130,43.33,0
60,1967,8,1967-11-05,26-032,KAN,,NYJ,W 42-18,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,74,37.00,0
61,1967,9,1967-11-12,26-039,KAN,@,BOS,W 33-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,176,44.00,0
62,1967,10,1967-11-19,26-046,KAN,,SDG,L 16-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,126,42.00,0
63,1967,11,1967-11-23,26-050,KAN,,OAK,L 22-44,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,290,41.43,0
64,1967,12,1967-12-03,26-060,KAN,,BUF,W 23-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,236,39.33,0
65,1967,13,1967-12-10,26-067,KAN,@,NYJ,W 21-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,154,38.50,0
66,1967,14,1967-12-17,26-074,KAN,@,DEN,W 38-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,115,38.33,1
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
67,1968,1,1968-09-09,26-341,KAN,@,HOU,W 26-21,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,339,48.43,0
68,1968,2,1968-09-15,26-347,KAN,,NYJ,L 19-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,215,43.00,0
69,1968,3,1968-09-22,26-354,KAN,,DEN,W 34-2,5,1,0.20,0,,1,14,14.00,0,0,0,,0,0,0,,,,0,0,,0,4,202,50.50,0
70,1968,4,1968-09-28,26-360,KAN,@,MIA,W 48-3,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,172,57.33,0
71,1968,5,1968-10-05,27-001,KAN,@,BUF,W 18-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,109,54.50,0
72,1968,6,1968-10-13,27-009,KAN,,CIN,W 13-3,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,286,47.67,0
73,1968,7,1968-10-20,27-016,KAN,,OAK,W 24-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,186,37.20,0
74,1968,8,1968-10-27,27-023,KAN,,SDG,W 27-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,39,39.00,0
75,1968,9,1968-11-03,27-030,KAN,@,OAK,L 21-38,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,278,39.71,0
76,1968,10,1968-11-10,27-037,KAN,@,CIN,W 16-9,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,180,45.00,0
77,1968,11,1968-11-17,27-044,KAN,,BOS,W 31-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,8,344,43.00,0
78,1968,12,1968-11-28,27-055,KAN,,HOU,W 24-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,233,46.60,0
79,1968,13,1968-12-08,27-065,KAN,@,SDG,W 40-3,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,1,35,35.00,0
80,1968,14,1968-12-14,27-071,KAN,@,DEN,W 30-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,223,44.60,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
81,1969,1,1969-09-14,27-345,KAN,@,SDG,W 27-9,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,298,42.57,0
82,1969,2,1969-09-21,27-352,KAN,@,BOS,W 31-0,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,155,51.67,0
83,1969,3,1969-09-28,27-359,KAN,@,CIN,L 19-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,231,38.50,0
84,1969,4,1969-10-05,28-001,KAN,@,DEN,W 26-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,221,44.20,0
85,1969,5,1969-10-12,28-008,KAN,,HOU,W 24-0,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,230,46.00,0
86,1969,6,1969-10-19,28-015,KAN,,MIA,W 17-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,360,51.43,0
87,1969,7,1969-10-26,28-022,KAN,,CIN,W 42-22,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,160,40.00,0
88,1969,8,1969-11-02,28-029,KAN,@,BUF,W 29-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,138,46.00,0
89,1969,9,1969-11-09,28-036,KAN,,SDG,W 27-3,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,215,43.00,0
90,1969,10,1969-11-16,28-043,KAN,@,NYJ,W 34-16,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,207,41.40,0
91,1969,11,1969-11-23,28-050,KAN,,OAK,L 24-27,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,73,36.50,0
92,1969,12,1969-11-27,28-054,KAN,,DEN,W 31-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,214,42.80,0
93,1969,13,1969-12-07,28-064,KAN,,BUF,W 22-19,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,203,50.75,0
94,1969,14,1969-12-13,28-070,KAN,@,OAK,L 6-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,315,45.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
95,1970,1,1970-09-20,28-351,KAN,@,MIN,L 10-27,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,268,44.67,0
96,1970,2,1970-09-28,28-359,KAN,@,BAL,W 44-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,228,45.60,0
97,1970,3,1970-10-04,29-000,KAN,@,DEN,L 13-26,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,250,50.00,0
98,1970,4,1970-10-11,29-007,KAN,,BOS,W 23-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,282,56.40,0
99,1970,5,1970-10-18,29-014,KAN,@,CIN,W 27-19,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,9,368,40.89,0
100,1970,6,1970-10-25,29-021,KAN,,DAL,L 16-27,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,282,47.00,0
101,1970,7,1970-11-01,29-028,KAN,,OAK,T 17-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,234,46.80,0
102,1970,8,1970-11-08,29-035,KAN,,HOU,W 24-9,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,277,46.17,0
103,1970,9,1970-11-15,29-042,KAN,@,PIT,W 31-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,131,43.67,0
104,1970,10,1970-11-22,29-049,KAN,,STL,T 6-6,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,153,38.25,0
105,1970,11,1970-11-29,29-056,KAN,,SDG,W 26-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,198,49.50,0
106,1970,12,1970-12-06,29-063,KAN,,DEN,W 16-0,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,289,41.29,0
107,1970,13,1970-12-12,29-069,KAN,@,OAK,L 6-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,194,38.80,0
108,1970,14,1970-12-20,29-077,KAN,@,SDG,L 13-31,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,261,43.50,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
109,1971,1,1971-09-19,29-350,KAN,@,SDG,L 14-21,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,8,367,45.88,0
110,1971,2,1971-09-26,29-357,KAN,@,HOU,W 20-16,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,153,51.00,0
111,1971,3,1971-10-03,29-364,KAN,@,DEN,W 16-3,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,218,54.50,0
112,1971,4,1971-10-10,30-006,KAN,,SDG,W 31-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,192,48.00,0
113,1971,5,1971-10-18,30-014,KAN,,PIT,W 38-16,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,279,46.50,0
114,1971,6,1971-10-24,30-020,KAN,,WAS,W 27-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,239,47.80,0
115,1971,7,1971-10-31,30-027,KAN,@,OAK,T 20-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,186,46.50,0
116,1971,8,1971-11-07,30-034,KAN,@,NYJ,L 10-13,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,225,45.00,0
117,1971,9,1971-11-14,30-041,KAN,,CLE,W 13-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,6,304,50.67,0
118,1971,10,1971-11-21,30-048,KAN,,DEN,W 28-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,182,45.50,0
119,1971,11,1971-11-25,30-052,KAN,@,DET,L 21-32,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,2,50,25.00,1
120,1971,12,1971-12-06,30-063,KAN,@,SFO,W 26-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,136,45.33,0
121,1971,13,1971-12-12,30-069,KAN,,OAK,W 16-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,152,30.40,0
122,1971,14,1971-12-19,30-076,KAN,,BUF,W 22-9,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,181,36.20,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
123,1972,1,1972-09-17,30-349,KAN,,MIA,L 10-20,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,203,50.75,0
124,1972,2,1972-09-25,30-357,KAN,@,NOR,W 20-17,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,175,43.75,0
125,1972,3,1972-10-01,30-363,KAN,@,DEN,W 45-24,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,9,450,50.00,0
126,1972,4,1972-10-08,31-004,KAN,@,CLE,W 31-7,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,336,48.00,0
127,1972,5,1972-10-15,31-011,KAN,,CIN,L 16-23,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,169,42.25,0
128,1972,6,1972-10-22,31-018,KAN,,PHI,L 20-21,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,239,47.80,0
129,1972,7,1972-10-29,31-025,KAN,@,SDG,W 26-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,120,40.00,0
130,1972,8,1972-11-05,31-032,KAN,,OAK,W 27-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,3,117,39.00,0
131,1972,9,1972-11-12,31-039,KAN,@,PIT,L 7-16,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,7,318,45.43,0
132,1972,10,1972-11-19,31-046,KAN,,SDG,L 17-27,0,0,,0,,0,0,,0,1,1,100.00,20,0,0,118.7,20.00,20.00,0,0,,0,3,131,43.67,0
133,1972,11,1972-11-26,31-053,KAN,@,OAK,L 3-26,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,193,48.25,0
134,1972,12,1972-12-03,31-060,KAN,,DEN,W 24-21,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,226,45.20,0
135,1972,13,1972-12-10,31-067,KAN,,BAL,W 24-10,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,127,31.75,1
136,1972,14,1972-12-17,31-074,KAN,@,ATL,W 17-14,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,4,156,39.00,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punting,Punting,Punting,Punting
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Pnt,Yds,Y/P,Blck
137,1973,1,1973-09-16,31-347,KAN,,RAM,L 13-23,0,0,,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,5,203,40.60,0
