
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
13,1961,1,1961-09-17,27-010,PIT,@,DAL,L 24-27,1,3,3.00,0,,4,32,8.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
14,1961,2,1961-09-24,27-017,PIT,,NYG,L 14-17,11,28,2.55,0,,1,14,14.00,0,2,4,50.00,19,0,0,63.5,4.75,4.75,0,0,,0,2,2,100.0,,1,0.0,0,2
15,1961,3,1961-10-01,27-024,PIT,@,RAM,L 14-24,17,59,3.47,0,,2,10,5.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,,,,,,0,0
16,1961,4,1961-10-08,27-031,PIT,@,PHI,L 16-21,5,20,4.00,0,,1,0,0.00,0,1,1,100.00,16,0,0,118.7,16.00,16.00,0,0,,0,,,,,,,0,0
17,1961,5,1961-10-15,27-038,PIT,,WAS,W 20-0,12,9,0.75,0,,0,0,,0,1,2,50.00,38,0,0,95.8,19.00,19.00,0,0,,0,,,,,,,0,0
18,1961,6,1961-10-22,27-045,PIT,,CLE,L 28-30,12,34,2.83,2,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,2,12
19,1961,7,1961-10-29,27-052,PIT,,SFO,W 20-10,13,44,3.38,0,,2,18,9.00,1,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,,,,,,1,6
20,1961,8,1961-11-05,27-059,PIT,@,CLE,W 17-13,17,54,3.18,0,,2,11,5.50,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
21,1961,9,1961-11-12,27-066,PIT,,DAL,W 37-7,4,16,4.00,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,,,,,,0,0
22,1961,10,1961-11-19,27-073,PIT,@,NYG,L 21-42,18,47,2.61,0,,1,10,10.00,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,,,,,,0,0
23,1961,11,1961-11-26,27-080,PIT,,STL,W 30-27,13,36,2.77,0,,1,38,38.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
24,1961,12,1961-12-03,27-087,PIT,,PHI,L 24-35,17,51,3.00,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,,,,,,0,0
25,1961,13,1961-12-10,27-094,PIT,@,WAS,W 30-14,4,-1,-0.25,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
26,1961,14,1961-12-17,27-101,PIT,@,STL,L 0-20,3,2,0.67,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
27,1962,8,1962-11-04,28-058,PIT,,MIN,W 39-31,3,-2,-0.67,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
28,1962,12,1962-12-02,28-086,PIT,,STL,W 19-7,7,72,10.29,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
29,1962,13,1962-12-09,28-093,PIT,@,PHI,W 26-17,10,46,4.60,0,,2,11,5.50,0,1,1,100.00,7,0,0,95.8,7.00,7.00,0,0,,0,,,,,,,0,0
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
30,1963,1,1963-09-15,29-008,PIT,@,PHI,T 21-21,5,6,1.20,0,,1,21,21.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
31,1963,2,1963-09-22,29-015,PIT,,NYG,W 31-0,3,6,2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
32,1963,3,1963-09-29,29-022,PIT,,STL,W 23-10,0,0,,0,,0,0,,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,,,,,,0,0
33,1963,4,1963-10-05,29-028,PIT,@,CLE,L 23-35,2,-1,-0.50,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
34,1963,5,1963-10-13,29-036,PIT,@,STL,L 23-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1963,6,1963-10-20,29-043,PIT,,WAS,W 38-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1963,7,1963-10-27,29-050,PIT,,DAL,W 27-21,,,,,,,,,,,,,,,,,,,,,,,2,2,100.0,,,,,
37,1963,8,1963-11-03,29-057,PIT,@,GNB,L 14-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1963,9,1963-11-10,29-064,PIT,,CLE,W 9-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1963,10,1963-11-17,29-071,PIT,@,WAS,W 34-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1963,11,1963-11-24,29-078,PIT,,CHI,T 17-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1963,12,1963-12-01,29-085,WAS,,BAL,L 20-36,2,15,7.50,0,,4,73,18.25,0,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,,,,,,,0,0
42,1963,13,1963-12-08,29-092,WAS,@,NYG,L 14-44,17,35,2.06,1,,2,18,9.00,0,1,2,50.00,23,0,0,91.7,11.50,11.50,0,0,,0,,,,,,,1,6
43,1963,14,1963-12-15,29-099,PIT,@,NYG,L 17-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring,Scoring
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,XPM,XPA,XP%,FGM,FGA,FG%,TD,Pts
44,1964,2,1964-09-20,30-013,WAS,@,DAL,L 18-24,4,15,3.75,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
45,1964,4,1964-10-04,30-027,WAS,,STL,L 17-23,1,16,16.00,1,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,1,6
46,1964,5,1964-10-11,30-034,WAS,,PHI,W 35-20,3,-5,-1.67,0,,1,24,24.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
47,1964,6,1964-10-18,30-041,WAS,@,STL,L 24-38,4,14,3.50,0,,1,1,1.00,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
48,1964,8,1964-11-01,30-055,WAS,@,PHI,W 21-10,2,-4,-2.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
49,1964,10,1964-11-15,30-069,WAS,@,PIT,W 30-0,4,21,5.25,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
50,1964,12,1964-11-29,30-083,WAS,,NYG,W 36-21,3,13,4.33,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
51,1964,14,1964-12-13,30-097,WAS,@,BAL,L 17-45,3,-3,-1.00,0,,0,0,,0,0,0,,0,0,0,,,,0,0,,0,,,,,,,0,0
,,,51 Games,,,,,24-24-3,412,1326,3.22,9,,49,630,12.86,5,15,39,38.46,425,4,1,103.0,10.90,11.79,1,30,30.00,0,4,4,100.0,3,7,42.9,14,95
