
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
14,2009,1,2009-09-13,29-247,SFO,@,ARI,W 20-16,*,18,31,58.06,209,1,0,89.3,6.74,7.39,0,0,,0,0,0,0,,0,,0,0,0.0,0,0
15,2009,2,2009-09-20,29-254,SFO,,SEA,W 23-10,*,19,26,73.08,144,0,0,86.1,5.54,5.54,1,17,17.00,0,0,0,0,,0,,0,0,0.0,0,0
16,2009,3,2009-09-27,29-261,SFO,@,MIN,L 24-27,*,15,25,60.00,195,2,1,94.6,7.80,7.60,0,0,,0,0,0,0,,0,,0,0,0.0,0,0
17,2009,4,2009-10-04,29-268,SFO,,STL,W 35-0,*,14,24,58.33,152,2,0,104.9,6.33,8.00,2,-2,-1.00,0,0,0,0,,0,,0,0,0.0,0,0
18,2009,5,2009-10-11,29-275,SFO,,ATL,L 10-45,*,15,38,39.47,198,0,1,45.7,5.21,4.03,4,53,13.25,0,0,0,0,,0,,0,0,0.0,0,0
19,2009,6,2009-10-25,29-289,SFO,@,HOU,L 21-24,*,6,11,54.55,45,0,0,64.6,4.09,4.09,1,2,2.00,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
20,2010,1,2010-09-12,30-246,DET,@,CHI,L 14-19,,9,19,47.37,88,0,1,38.9,4.63,2.26,3,-4,-1.33,0,0,0,0,,0,,0,0,0.0,1,0
21,2010,2,2010-09-19,30-253,DET,,PHI,L 32-35,*,25,45,55.56,335,2,2,75.7,7.44,6.33,3,16,5.33,0,0,0,0,,0,1,0,2,0.0,0,0
22,2010,3,2010-09-26,30-260,DET,@,MIN,L 10-24,*,29,43,67.44,237,1,2,69.6,5.51,3.88,2,4,2.00,0,0,0,0,,0,,0,0,0.0,0,0
23,2010,4,2010-10-03,30-267,DET,@,GNB,L 26-28,*,34,54,62.96,331,2,2,77.0,6.13,5.20,4,53,13.25,0,0,0,0,,0,,0,0,0.0,0,0
24,2010,5,2010-10-10,30-274,DET,,STL,W 44-6,*,21,32,65.63,227,3,0,117.6,7.09,8.97,2,9,4.50,0,0,0,0,,0,,0,0,0.0,0,0
25,2010,6,2010-10-17,30-281,DET,@,NYG,L 20-28,*,9,15,60.00,91,1,0,99.6,6.07,7.40,0,0,,0,0,0,0,,0,,0,0,0.0,2,1
26,2010,7,2010-10-31,30-295,DET,,WAS,W 37-25,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,1,0
27,2010,9,2010-11-14,30-309,DET,@,BUF,L 12-14,*,29,50,58.00,323,1,1,75.7,6.46,5.96,1,1,1.00,0,0,0,0,,0,,0,0,0.0,0,0
28,2010,10,2010-11-21,30-316,DET,@,DAL,L 19-35,*,32,47,68.09,289,2,1,89.8,6.15,6.04,0,0,,0,0,0,0,,0,,0,0,0.0,0,0
29,2010,11,2010-11-25,30-320,DET,,NWE,L 24-45,*,27,46,58.70,285,1,2,65.9,6.20,4.67,4,23,5.75,0,0,0,0,,0,,0,0,0.0,0,0
30,2010,13,2010-12-12,30-337,DET,,GNB,W 7-3,,0,0,,0,0,0,,,,0,0,,0,,0,0,,0,,0,0,0.0,2,2
31,2010,15,2010-12-26,30-351,DET,@,MIA,W 34-27,*,14,26,53.85,222,2,0,108.2,8.54,10.08,1,10,10.00,0,0,0,0,,0,,0,0,0.0,0,0
32,2010,16,2011-01-02,30-358,DET,,MIN,W 20-13,*,28,39,71.79,258,1,1,87.3,6.62,5.97,2,11,5.50,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
33,2011,2,2011-09-18,31-252,DET,,KAN,W 48-3,,1,1,100.00,28,0,0,118.7,28.00,28.00,0,0,,0,0,0,0,,0,,0,0,0.0,0,0
34,2011,8,2011-10-30,31-294,DET,@,DEN,W 45-10,,1,2,50.00,5,0,0,56.2,2.50,2.50,1,-1,-1.00,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
35,2012,3,2012-09-23,32-258,DET,@,TEN,L 41-44,,10,13,76.92,172,2,0,157.9,13.23,16.31,1,-1,-1.00,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
36,2013,5,2013-10-06,33-270,DET,@,GNB,L 9-22,,,,,,,,,,,,,,,,,,,,,,,,,
37,2013,12,2013-11-28,33-323,DET,,GNB,W 40-10,,0,0,,0,0,0,,,,2,-2,-1.00,0,0,0,0,,0,,0,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
38,2014,1,2014-09-07,34-241,STL,,MIN,L 6-34,*,8,13,61.54,81,0,1,47.3,6.23,2.77,1,-1,-1.00,0,0,0,0,,0,,0,0,0.0,0,0
39,2014,8,2014-11-02,34-297,STL,@,SFO,W 13-10,,,,,,,,,,,,,,,,,,,,,,,,,
40,2014,10,2014-11-16,34-311,STL,,DEN,W 22-7,*,20,29,68.97,220,1,0,102.7,7.59,8.28,0,0,,0,1,1,0,0.00,0,,0,0,0.0,0,0
41,2014,11,2014-11-23,34-318,STL,@,SDG,L 24-27,*,18,35,51.43,198,1,2,54.2,5.66,3.66,1,0,0.00,0,0,0,0,,0,,0,0,0.0,0,0
42,2014,12,2014-11-30,34-325,STL,,OAK,W 52-0,*,13,22,59.09,183,2,0,116.3,8.32,10.14,2,1,0.50,1,0,0,0,,0,,1,6,0.0,0,0
43,2014,13,2014-12-07,34-332,STL,@,WAS,W 24-0,*,16,22,72.73,213,2,0,133.3,9.68,11.50,2,-1,-0.50,0,0,0,0,,0,,0,0,0.0,0,0
44,2014,14,2014-12-11,34-336,STL,,ARI,L 6-12,*,20,39,51.28,229,0,1,58.6,5.87,4.72,3,11,3.67,0,0,0,0,,0,,0,0,0.0,0,0
45,2014,15,2014-12-21,34-346,STL,,NYG,L 27-37,*,24,32,75.00,290,2,1,110.2,9.06,8.91,1,0,0.00,0,0,0,0,,0,,0,0,0.0,0,0
46,2014,16,2014-12-28,34-353,STL,@,SEA,L 6-20,*,26,37,70.27,243,0,2,65.5,6.57,4.14,0,0,,0,0,0,0,,0,,0,0,0.0,0,1
,,,46 Games,,,,,23-23-0,,736,1183,62.21,8038,49,30,85.5,6.79,6.48,82,326,3.98,4,1,1,0,0.00,0,1,4,26,0.0,7,4
