
24,2013,2,2013-09-15,32-065,NOR,@,TAM,W 16-14,,,,,,,,,,,,,,,,,
25,2013,3,2013-09-22,32-072,NOR,,ARI,W 31-7,,,,,,,,,,,,,,,,,
26,2013,4,2013-09-30,32-080,NOR,,MIA,W 38-17,,,,,,,,,,,,,,,,,
27,2013,5,2013-10-06,32-086,NOR,@,CHI,W 26-18,,,,,,,,,,,,,,,,,
28,2013,6,2013-10-13,32-093,NOR,@,NWE,L 27-30,,,,,,,,,,,,,,,,,
29,2013,7,2013-10-27,32-107,NOR,,BUF,W 35-17,,,,,,,,,,,,,,,,,
30,2013,8,2013-11-03,32-114,NOR,@,NYJ,L 20-26,,,,,,,,,,,,,,,,,
31,2013,9,2013-11-10,32-121,NOR,,DAL,W 49-17,,0,0,,0,0,0,,,,2,-2,-1.00,0,0.0,0,0
32,2013,10,2013-11-17,32-128,NOR,,SFO,W 23-20,,,,,,,,,,,,,,,,,
33,2013,11,2013-11-21,32-132,NOR,@,ATL,W 17-13,,,,,,,,,,,,,,,,,
34,2013,12,2013-12-02,32-143,NOR,@,SEA,L 7-34,,,,,,,,,,,,,,,,,
35,2013,13,2013-12-08,32-149,NOR,,CAR,W 31-13,,,,,,,,,,,,,,,,,
36,2013,14,2013-12-15,32-156,NOR,@,STL,L 16-27,,,,,,,,,,,,,,,,,
37,2013,15,2013-12-22,32-163,NOR,@,CAR,L 13-17,,0,1,0.00,0,0,0,39.6,0.00,0.00,0,0,,0,0.0,0,0
38,2013,16,2013-12-29,32-170,NOR,,TAM,W 42-17,,0,0,,0,0,0,,,,1,-2,-2.00,0,0.0,0,0
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
39,2014,1,2014-09-07,33-057,NOR,@,ATL,L 34-37,,,,,,,,,,,,,,,,,
40,2014,2,2014-09-14,33-064,NOR,@,CLE,L 24-26,,,,,,,,,,,,,,,,,
41,2014,3,2014-09-21,33-071,NOR,,MIN,W 20-9,,,,,,,,,,,,,,,,,
42,2014,4,2014-09-28,33-078,NOR,@,DAL,L 17-38,,,,,,,,,,,,,,,,,
43,2014,5,2014-10-05,33-085,NOR,,TAM,W 37-31,,,,,,,,,,,,,,,,,
44,2014,6,2014-10-19,33-099,NOR,@,DET,L 23-24,,,,,,,,,,,,,,,,,
45,2014,7,2014-10-26,33-106,NOR,,GNB,W 44-23,,,,,,,,,,,,,,,,,
46,2014,8,2014-10-30,33-110,NOR,@,CAR,W 28-10,,,,,,,,,,,,,,,,,
47,2014,9,2014-11-09,33-120,NOR,,SFO,L 24-27,,,,,,,,,,,,,,,,,
48,2014,10,2014-11-16,33-127,NOR,,CIN,L 10-27,,,,,,,,,,,,,,,,,
49,2014,11,2014-11-24,33-135,NOR,,BAL,L 27-34,,,,,,,,,,,,,,,,,
50,2014,12,2014-11-30,33-141,NOR,@,PIT,W 35-32,,,,,,,,,,,,,,,,,
51,2014,13,2014-12-07,33-148,NOR,,CAR,L 10-41,,,,,,,,,,,,,,,,,
52,2014,14,2014-12-15,33-156,NOR,@,CHI,W 31-15,,,,,,,,,,,,,,,,,
53,2014,15,2014-12-21,33-162,NOR,,ATL,L 14-30,,,,,,,,,,,,,,,,,
54,2014,16,2014-12-28,33-169,NOR,@,TAM,W 23-20,,,,,,,,,,,,,,,,,
,,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
55,2015,1,2015-09-13,34-063,NOR,@,ARI,L 19-31,,0,0,,0,0,0,,,,0,0,,0,0.0,0,0
56,2015,2,2015-09-20,34-070,NOR,,TAM,L 19-26,,0,0,,0,0,0,,,,0,0,,0,0.0,0,0
57,2015,3,2015-09-27,34-077,NOR,@,CAR,L 22-27,*,31,38,81.58,310,0,1,89.7,8.16,6.97,0,0,,0,0.0,0,0
58,2015,4,2015-10-04,34-084,NOR,,DAL,W 26-20,,0,0,,0,0,0,,,,0,0,,0,0.0,0,0
59,2015,5,2015-10-11,34-091,NOR,@,PHI,L 17-39,,0,0,,0,0,0,,,,0,0,,0,0.0,0,0
60,2015,6,2015-10-15,34-095,NOR,,ATL,W 31-21,,0,0,,0,0,0,,,,0,0,,0,0.0,0,0
61,2015,7,2015-10-25,34-105,NOR,@,IND,W 27-21,,1,1,100.00,25,0,0,118.7,25.00,25.00,0,0,,0,0.0,0,0
,,,61 Games,,,,,26-35-0,,216,356,60.67,2370,9,15,71.3,6.66,5.27,34,177,5.21,0,0.0,1,0
