
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
14,2014,14,2014-12-14,22-016,MIA,@,NWE,L 13-41,11,8,99,12.38,0,0,0,,0,0,0,,0,0,0,,,,1,26,26.00,0,1,32,32.00,0,,0,0,0.0,0,0
15,2014,15,2014-12-21,22-023,MIA,,MIN,W 37-35,9,8,31,3.88,0,0,0,,0,0,0,,0,0,0,,,,3,45,15.00,0,2,0,0.00,0,,0,0,0.0,0,0
16,2014,16,2014-12-28,22-030,MIA,,NYJ,L 24-37,9,5,55,11.00,0,0,0,,0,0,0,,0,0,0,,,,4,107,26.75,0,0,0,,0,,0,0,0.0,1,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,2PM,TD,Pts,Sk,Tkl,Ast
17,2015,1,2015-09-13,22-289,MIA,@,WAS,W 17-10,12,8,53,6.63,0,1,14,14.00,0,0,0,,0,0,0,,,,0,0,,0,2,74,37.00,1,,1,6,0.0,0,0
18,2015,2,2015-09-20,22-296,MIA,@,JAX,L 20-23,10,8,110,13.75,0,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,3,25,8.33,0,,0,0,0.0,0,0
19,2015,3,2015-09-27,22-303,MIA,,BUF,L 14-41,13,8,67,8.38,0,1,-1,-1.00,0,0,0,,0,0,0,,,,1,18,18.00,0,1,19,19.00,0,1,0,2,0.0,0,0
20,2015,4,2015-10-04,22-310,MIA,,NYJ,L 14-27,12,4,40,10.00,0,2,29,14.50,0,0,0,,0,0,0,,,,5,122,24.40,0,3,67,22.33,0,,0,0,0.0,0,0
21,2015,5,2015-10-18,22-324,MIA,@,TEN,W 38-10,4,3,42,14.00,0,2,24,12.00,1,0,0,,0,0,0,,,,0,0,,0,1,6,6.00,0,,1,6,0.0,0,0
22,2015,6,2015-10-25,22-331,MIA,,HOU,W 44-26,5,5,83,16.60,2,1,5,5.00,0,0,0,,0,0,0,,,,0,0,,0,5,10,2.00,0,,2,12,0.0,0,0
23,2015,7,2015-10-29,22-335,MIA,@,NWE,L 7-36,8,6,71,11.83,0,0,0,,0,0,0,,0,0,0,,,,2,68,34.00,0,4,9,2.25,0,,0,0,0.0,0,0
24,2015,8,2015-11-08,22-345,MIA,@,BUF,L 17-33,13,11,69,6.27,0,4,18,4.50,0,1,1,100.00,9,0,0,104.2,9.00,9.00,1,14,14.00,0,2,18,9.00,0,,0,0,0.0,0,0
25,2015,9,2015-11-15,22-352,MIA,@,PHI,W 20-19,12,7,52,7.43,1,1,6,6.00,0,0,0,,0,0,0,,,,0,0,,0,3,9,3.00,0,,1,6,0.0,0,0
26,2015,10,2015-11-22,22-359,MIA,,DAL,L 14-24,7,4,66,16.50,0,0,0,,0,0,0,,0,0,0,,,,2,33,16.50,0,1,12,12.00,0,,0,0,0.0,0,0
27,2015,11,2015-11-29,23-001,MIA,@,NYJ,L 20-38,16,13,165,12.69,1,1,4,4.00,0,0,0,,0,0,0,,,,0,0,,0,1,3,3.00,0,,1,6,0.0,0,0
,,,27 Games,,,,,12-15-0,224,161,1576,9.79,9,16,101,6.31,1,1,1,100.00,9,0,0,104.2,9.00,9.00,45,1209,26.87,0,51,456,8.94,1,1,11,68,0.0,4,0
