
24,2011,9,2011-11-13,23-308,ARI,@,PHI,W 21-17,7,4,55,13.75,0,1,12,12.00,0,1,12,12.00,0,0,0,,0,0,0,0.0,1,0
25,2011,10,2011-11-20,23-315,ARI,@,SFO,L 7-23,9,3,51,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,1,0
26,2011,11,2011-11-27,23-322,ARI,@,STL,W 23-20,5,2,14,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
27,2011,12,2011-12-04,23-329,ARI,,DAL,W 19-13,6,6,111,18.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2011,13,2011-12-11,23-336,ARI,,SFO,W 21-19,5,2,8,4.00,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,1,0
29,2011,14,2011-12-18,23-343,ARI,,CLE,W 20-17,10,6,60,10.00,1,1,7,7.00,0,0,0,,0,0,0,,0,1,6,0.0,0,0
30,2011,15,2011-12-24,23-349,ARI,@,CIN,L 16-23,10,6,75,12.50,0,0,0,,0,0,0,,0,2,-3,-1.50,0,0,0,0.0,1,0
31,2011,16,2012-01-01,23-357,ARI,,SEA,W 23-20,8,4,24,6.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
32,2012,1,2012-09-09,24-244,ARI,,SEA,W 20-16,9,5,54,10.80,1,1,15,15.00,0,0,0,,0,0,0,,0,1,6,0.0,0,0
33,2012,2,2012-09-16,24-251,ARI,@,NWE,W 20-18,1,1,2,2.00,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
34,2012,3,2012-09-23,24-258,ARI,,PHI,W 27-6,6,3,55,18.33,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2012,4,2012-09-30,24-265,ARI,,MIA,W 24-21,9,6,118,19.67,2,0,0,,0,0,0,,0,0,0,,0,2,12,0.0,0,0
36,2012,5,2012-10-04,24-269,ARI,@,STL,L 3-17,10,5,39,7.80,0,1,3,3.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2012,6,2012-10-14,24-279,ARI,,BUF,L 16-19,6,2,18,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2012,7,2012-10-21,24-286,ARI,@,MIN,L 14-21,9,7,103,14.71,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
39,2012,8,2012-10-29,24-294,ARI,,SFO,L 3-24,11,7,65,9.29,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2012,9,2012-11-04,24-300,ARI,@,GNB,L 17-31,7,4,86,21.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2012,10,2012-11-18,24-314,ARI,@,ATL,L 19-23,5,1,7,7.00,0,0,0,,0,0,0,,0,1,10,10.00,0,0,0,0.0,0,0
42,2012,11,2012-11-25,24-321,ARI,,STL,L 17-31,13,9,92,10.22,0,1,13,13.00,0,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2012,13,2012-12-09,24-335,ARI,@,SEA,L 0-58,5,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2012,14,2012-12-16,24-342,ARI,,DET,W 38-10,5,3,22,7.33,0,0,0,,0,0,0,,0,1,0,0.00,0,0,0,0.0,0,0
45,2012,15,2012-12-23,24-349,ARI,,CHI,L 13-28,12,5,44,8.80,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2012,16,2012-12-30,24-356,ARI,@,SFO,L 13-27,6,3,18,6.00,0,1,-2,-2.00,0,0,0,,0,1,5,5.00,0,0,0,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
47,2013,1,2013-09-08,25-242,ARI,@,STL,L 24-27,9,8,97,12.13,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2013,2,2013-09-15,25-249,ARI,,DET,W 25-21,8,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
49,2013,3,2013-09-22,25-256,ARI,@,NOR,L 7-31,4,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2013,4,2013-09-29,25-263,ARI,@,TAM,W 13-10,2,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
51,2013,5,2013-10-06,25-270,ARI,,CAR,W 22-6,1,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2013,6,2013-10-13,25-277,ARI,@,SFO,L 20-32,4,1,5,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
53,2013,7,2013-10-17,25-281,ARI,,SEA,L 22-34,8,5,33,6.60,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
54,2013,8,2013-10-27,25-291,ARI,,ATL,W 27-13,2,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
55,2013,9,2013-11-10,25-305,ARI,,HOU,W 27-24,8,5,72,14.40,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
56,2013,10,2013-11-17,25-312,ARI,@,JAX,W 27-14,4,3,14,4.67,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
57,2013,11,2013-11-24,25-319,ARI,,IND,W 40-11,5,3,43,14.33,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
58,2013,12,2013-12-01,25-326,ARI,@,PHI,L 21-24,8,4,29,7.25,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
59,2013,13,2013-12-08,25-333,ARI,,STL,W 30-10,2,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
60,2013,14,2013-12-15,25-340,ARI,@,TEN,W 37-34,3,2,15,7.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
61,2013,15,2013-12-22,25-347,ARI,@,SEA,W 17-10,2,2,25,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
62,2013,16,2013-12-29,25-354,ARI,,SFO,L 20-23,6,3,74,24.67,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
63,2014,1,2014-09-07,26-241,WAS,@,HOU,L 6-17,3,1,22,22.00,0,0,0,,0,2,56,28.00,0,2,36,18.00,0,0,0,0.0,0,0
64,2014,2,2014-09-14,26-248,WAS,,JAX,W 41-10,5,4,57,14.25,0,1,19,19.00,0,0,0,,0,7,59,8.43,0,0,0,0.0,0,0
65,2014,3,2014-09-21,26-255,WAS,@,PHI,L 34-37,6,4,38,9.50,0,0,0,,0,2,36,18.00,0,1,6,6.00,0,0,0,0.0,0,0
66,2014,4,2014-09-25,26-259,WAS,,NYG,L 14-45,5,1,18,18.00,1,1,2,2.00,0,2,33,16.50,0,0,0,,0,1,6,0.0,0,0
67,2014,5,2014-10-06,26-270,WAS,,SEA,L 17-27,9,5,29,5.80,1,0,0,,0,0,0,,0,0,0,,0,1,6,0.0,0,0
68,2014,6,2014-10-12,26-276,WAS,@,ARI,L 20-30,9,5,55,11.00,0,0,0,,0,1,23,23.00,0,1,12,12.00,0,0,0,0.0,1,0
69,2014,7,2014-10-19,26-283,WAS,,TEN,W 19-17,4,2,18,9.00,0,0,0,,0,2,46,23.00,0,1,1,1.00,0,0,0,0.0,0,0
70,2014,8,2014-10-27,26-291,WAS,@,DAL,W 20-17,5,1,11,11.00,0,0,0,,0,0,0,,0,2,39,19.50,0,0,0,0.0,0,0
71,2014,9,2014-11-02,26-297,WAS,@,MIN,L 26-29,5,2,18,9.00,0,0,0,,0,2,64,32.00,0,3,1,0.33,0,0,0,0.0,1,0
72,2014,10,2014-11-16,26-311,WAS,,TAM,L 7-27,2,2,21,10.50,0,0,0,,0,5,117,23.40,0,2,7,3.50,0,0,0,0.0,0,0
73,2014,11,2014-11-23,26-318,WAS,@,SFO,L 13-17,4,1,7,7.00,0,0,0,,0,2,37,18.50,0,2,11,5.50,0,0,0,0.0,0,0
74,2014,12,2014-11-30,26-325,WAS,@,IND,L 27-49,5,2,46,23.00,0,0,0,,0,1,18,18.00,0,2,17,8.50,0,0,0,0.0,0,0
75,2014,13,2014-12-07,26-332,WAS,,STL,L 0-24,2,2,11,5.50,0,0,0,,0,4,91,22.75,0,2,3,1.50,0,0,0,0.0,0,0
76,2014,14,2014-12-14,26-339,WAS,@,NYG,L 13-24,4,2,81,40.50,0,0,0,,0,1,33,33.00,0,1,1,1.00,0,0,0,0.0,0,0
77,2014,15,2014-12-20,26-345,WAS,,PHI,W 27-24,2,1,14,14.00,0,0,0,,0,4,95,23.75,0,0,0,,0,0,0,0.0,0,0
78,2014,16,2014-12-28,26-353,WAS,,DAL,L 17-44,3,1,7,7.00,0,0,0,,0,2,61,30.50,0,2,15,7.50,0,0,0,0.0,1,0
,,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,Year,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,Att,Yds,Y/A,TD,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
79,2015,1,2015-09-13,27-247,WAS,,MIA,L 10-17,4,3,36,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
80,2015,2,2015-09-20,27-254,WAS,,STL,W 24-10,1,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
81,2015,3,2015-09-24,27-258,WAS,@,NYG,L 21-32,3,1,18,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
82,2015,5,2015-10-11,27-275,WAS,@,ATL,L 19-25,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
83,2015,6,2015-10-18,27-282,WAS,@,NYJ,L 20-34,4,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
84,2015,7,2015-10-25,27-289,WAS,,TAM,W 31-30,6,3,49,16.33,0,0,0,,0,0,0,,0,0,0,,0,0,0,0.0,0,0
85,2015,8,2015-11-08,27-303,WAS,@,NWE,L 10-27,2,2,26,13.00,0,0,0,,0,2,30,15.00,0,0,0,,0,0,0,0.0,0,0
86,2015,10,2015-11-22,27-317,WAS,@,CAR,L 16-44,0,0,0,,0,0,0,,0,4,177,44.25,1,0,0,,0,1,6,0.0,0,0
87,2015,11,2015-11-29,27-324,WAS,,NYG,W 20-14,1,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0,0.0,0,0
,,,87 Games,,,,,34-53-0,431,229,2711,11.84,13,9,77,8.56,0,53,1300,24.53,1,68,483,7.10,0,14,84,0.0,9,0
